CASE_NO|ECLI|NAME
217/24|ECLI:EU:C:2024:632|Order of 23 July 2024, TO / AEE. (C-217/24 P)
218/24|ECLI:EU:C:2025:794|Judgment of 16 October 2025, Iberia Líneas Aéreas de España (Notion de "bagages") (C-218/24)
219/24|ECLI:EU:C:2025:442|Judgment of 12 June 2025, Tallinna linn (C-219/24, Publié au Recueil numérique)
220/24|ECLI:EU:C:2025:124|Judgment of 27 February 2025, Aeroportul Internaţional "Avram Iancu" Cluj (C-220/24, Publié au Recueil numérique)
221/24||Pending Case, Naturvårdsverket (Traitement des déchets après reprise) (C-221/24 and C-222/24)
222/24||Pending Case, Naturvårdsverket (Traitement des déchets après reprise) (C-221/24)
223/24|ECLI:EU:C:2025:129|Judgment of 27 February 2025, Lukoil / Registre de Transparence and others (C-223/24 P)
224/24||Pending Case, Società Eredi Raimondo Bufarini - II (C-224/24)
225/24||Pending Case, Parliament / Commission (C-225/24)
226/24||Barbavi (Allocations sociales pour travailleurs agricoles à durée déterminée) (C-226/24) , see Case  C-212/24
227/24||XXX (Allocations sociales pour travailleurs agricoles à durée déterminée) (C-227/24) , see Case  C-212/24
228/24|ECLI:EU:C:2025:239|Judgment of 3 April 2025, Nordcurrent group (C-228/24, Publié au Recueil numérique)
229/24||Pending Case, Brännelius (C-229/24)
230/24|ECLI:EU:C:2025:177|Judgment of 13 March 2025, Banco Santander (C-230/24, Publié au Recueil numérique)
231/24||Abanca Corporación Bancaria (Clause de déchéance du terme) (C-231/24) , see Case  C-6/24
232/24||Pending Case, Kosmiro (C-232/24)
233/24|ECLI:EU:C:2024:625|Order of 15 July 2024, YU / Commission (C-233/24 P)
234/24||Pending Case, Brose Prievidza (C-234/24)
235/24|ECLI:EU:C:2024:624|Order of 17 July 2024, Niesker (C-235/24 PPU, Publié au Recueil numérique)
236/24|ECLI:EU:C:2025:321|Judgment of 8 May 2025, Provincie Oost-Vlaanderen and Sogent (C-236/24, Publié au Recueil numérique)
237/24||Pending Case, United Kingdom / Commision (C-237/24 P)
238/24|ECLI:EU:C:2025:258|Judgment of 10 April 2025, Tartisai (C-238/24, Publié au Recueil numérique)
239/24||Pending Case, Aurnois (C-239/24)
240/24||Pending Case, BNP Paribas Fortis (Renvoi préjudiciel d’un clerc de notaire suppléant) (C-240/24)
241/24|ECLI:EU:C:2024:931|Order of 6 November 2024, Tsenochev (C-241/24)
242/24||Pending Case, Commission / Germany (Aides à la cogénération) (C-242/24 P)
243/24|ECLI:EU:C:2025:742|Judgment of 2 October 2025, WV / SEAE (C-243/24 P)
244/24|ECLI:EU:C:2024:491|Order of 12 June 2024, Kaduna (C-244/24 and C-290/24)
244/24|ECLI:EU:C:2024:1038|Judgment of 19 December 2024, Kaduna (C-244/24 and C-290/24, Publié au Recueil numérique)
245/24||Pending Case, LUKOIL Bulgaria and LUKOIL Neftohim Burgas (C-245/24)
246/24|ECLI:EU:C:2025:295|Judgment of 30 April 2025, Generalstaatsanwaltschaft Frankfurt am Main (Exportation d’argent liquide en Russie) (C-246/24, Publié au Recueil numérique)
247/24||Removed from the register   , Fonds de Garantie Voyages (C-247/24)
248/24|ECLI:EU:C:2024:621|Order of 11 July 2024, Puma / EUIPO (C-248/24 P)
249/24|ECLI:EU:C:2025:661|Judgment of 4 September 2025, Ineo Infracom (C-249/24, Publié au Recueil numérique)
250/24||Pending Case, Commission / Spain (Indépendance de gestion) (C-250/24)
251/24||Pending Case, Axpo Energy Romania (C-251/24)
252/24|ECLI:EU:C:2025:339|Judgment of 8 May 2025, Prisum Healthcare (C-252/24, Publié au Recueil numérique)
253/24|ECLI:EU:C:2025:660|Judgment of 4 September 2025, Pelavi (C-253/24, Publié au Recueil numérique)
254/24|ECLI:EU:C:2025:585|Order of 15 July 2025, Dexia / CRU (Contributions ex ante pour 2021) (C-254/24 P)
255/24|ECLI:EU:C:2024:878|Order of 4 October 2024, Shkotareva (C-255/24)
256/24|ECLI:EU:C:2024:875|Order of 3 October 2024, XH / Commission (C-256/24 P)
257/24|ECLI:EU:C:2025:567|Judgment of 10 July 2025, Städteregion Aachen (C-257/24, Publié au Recueil numérique)
258/24||Pending Case, Katholische Schwangerschaftsberatung (C-258/24)
259/24||Pending Case, Tenergie (Demande de remise des droits à l’importation) (C-259/24)
260/24||Pending Case, LUKOIL Bulgaria (C-260/24)
261/24||Pending Case, Alizeu Eolian (C-261/24)
262/24|ECLI:EU:C:2025:107|Order of 12 February 2025, Pegazus Busz (C-262/24)
263/24|ECLI:EU:C:2025:525|Judgment of 3 July 2025, Smiliev (C-263/24, Publié au Recueil numérique)
264/24|ECLI:EU:C:2024:781|Order of 20 September 2024, Gašlić (C-264/24)
265/24|ECLI:EU:C:2024:780|Order of 23 September 2024, Stadtgemeinde Rattenberg (C-265/24)
266/24||Pending Case, Commission / Ryanair (Aide d’État Covid-19 - KLM) (C-266/24 P, C-269/24 P and C-289/24 P)
267/24||Pending Case, Кanevi Komers DS (C-267/24)
268/24|ECLI:EU:C:2025:526|Judgment of 3 July 2025, Lalfi (C-268/24, Publié au Recueil numérique)
269/24||Pending Case, Koninklijke Luchtvaart Maatschappij / Ryanair (Aide d’État Covid-19 - KLM) (C-266/24 P)
270/24|ECLI:EU:C:2025:106|Order of 14 February 2025, Granulines Invest (C-270/24)
271/24|ECLI:EU:C:2025:180|Judgment of 13 March 2025, Shuvalov / Council (C-271/24 P, Publié au Recueil numérique)
272/24||Pending Case, Tribunalul Galaţi (C-272/24)
273/24||Pending Case, Naski (C-273/24)
274/24||Pending Case, Usmanov / Council (C-274/24 P)
275/24|ECLI:EU:C:2024:981|Removed from the register on 18 November 2024, Commission / Luxembourg (C-275/24)
276/24|ECLI:EU:C:2025:554|Judgment of 10 July 2025, Konreo (C-276/24, Publié au Recueil numérique)
277/24|ECLI:EU:C:2025:130|Judgment of 27 February 2025, Adjak (C-277/24, Publié au Recueil numérique)
278/24|ECLI:EU:C:2025:299|Judgment of 30 April 2025, Genzyński (C-278/24, Publié au Recueil numérique)
279/24||Pending Case, Liechtensteinische Landesbank (C-279/24)
280/24|ECLI:EU:C:2025:401|Judgment of 5 June 2025, Malicník (C-280/24)
281/24|ECLI:EU:C:2025:57|Judgment of 6 February 2025, Commission / Slovakia (Risques d’inondation) (C-281/24)
282/24|ECLI:EU:C:2025:790|Judgment of 16 October 2025, Polismyndigheten (C-282/24)
283/24|ECLI:EU:C:2025:236|Judgment of 3 April 2025, Barouk (C-283/24, Publié au Recueil numérique)
284/24|ECLI:EU:C:2025:741|Judgment of 2 October 2025, Criminal Injuries Compensation Tribunal and others (C-284/24, Publié au Recueil numérique)
285/24|ECLI:EU:C:2025:254|Order of 12 March 2025, Coopservice (C-285/24)
286/24||Pending Case, Meliá Hotels International (C-286/24)
287/24|ECLI:EU:C:2025:550|Judgment of 10 July 2025, Ligue royale belge pour la protection des oiseaux (C-287/24, Publié au Recueil numérique)
288/24|ECLI:EU:C:2024:585|Order of 4 July 2024, Stegmon (C-288/24, Publié au Recueil numérique)
289/24||Pending Case, Société Air France and Air France-KLM / Ryanair (Aide d’État Covid-19 - KLM) (C-266/24 P)
290/24||Abkez (C-290/24) , see Case  C-244/24
291/24||Pending Case, Steiermärkische Bank und Sparkasse and others (C-291/24)
292/24|ECLI:EU:C:2025:402|Judgment of 5 June 2025, Iberia (Protestation anticipée) (C-292/24, Publié au Recueil numérique)
293/24||Pending Case, Ferreira da Silva e Brito and others (C-293/24)
294/24|ECLI:EU:C:2025:565|Judgment of 10 July 2025, Zadzhova (C-294/24, Publié au Recueil numérique)
295/24|ECLI:EU:C:2024:586|Order of 4 July 2024, Thomas Henry / EUIPO (C-295/24 P)
296/24||Pending Case, Jouxy (C-296/24)
297/24||Pending Case, Broslon (C-297/24)
298/24||Pending Case, Caraneux (C-298/24)
299/24||Pending Case, Hicindt (C-299/24)
300/24||Pending Case, Meyervibert (C-300/24)
301/24||Pending Case, Pailvier (C-301/24)
302/24||Pending Case, Prudnez (C-302/24)
303/24||Pending Case, Vochal (C-303/24)
304/24||Pending Case, Barloup (C-304/24)
305/24||Pending Case, Choinquand (C-305/24)
306/24||Pending Case, Gonre (C-306/24)
307/24||Pending Case, Momeut (C-307/24)
308/24|ECLI:EU:C:2025:55|Order of 5 February 2025, Dakem / Commission (C-308/24 P)
309/24||Pending Case, Passalacqua / Commission (C-309/24 P)
310/24|ECLI:EU:C:2025:406|Judgment of 5 June 2025, Elektrorazpredelitelni mrezhi Zapad (C-310/24, Publié au Recueil numérique)
311/24||Pending Case, Bundeswettbewerbsbehörde (C-311/24)
312/24||Pending Case, Darashev (C-312/24)
313/24||Pending Case, Opera Laboratori Fiorentini (C-313/24)
314/24|ECLI:EU:C:2025:574|Removed from the register on 2 July 2025, Papouis Dairies and others / Commission (C-314/24 P)
315/24|ECLI:EU:C:2025:769|Judgment of 9 October 2025, Nestlé Sverige (Étiquetage des denrées alimentaires destinées à des fins médicales spéciales) (C-315/24, Publié au Recueil numérique)
316/24||Pending Case, PAN Europe / Commission (C-316/24 P)
317/24|ECLI:EU:C:2025:458|Judgment of 19 June 2025, Commission / Greece (Lutte contre le retard de paiement) (C-317/24)
318/24|ECLI:EU:C:2024:658|Judgment of 29 July 2024, Breian (C-318/24 PPU, Publié au Recueil numérique)
319/24||Pending Case, Commission / Sinopec Chongqing SVW Chemical and others (C-319/24 P)
320/24||Pending Case, Soledil (C-320/24)
321/24||Pending Case, Attal and Associés (C-321/24)
322/24|ECLI:EU:C:2025:556|Judgment of 10 July 2025, Sánchez Romero Carvajal Jabugo (C-322/24, Publié au Recueil numérique)
323/24||Pending Case, Deity Shoes (C-323/24)
324/24|ECLI:EU:C:2024:1007|Order of 4 December 2024, AG / Commission (C-324/24 P)
325/24||Pending Case, Bissilli (C-325/24)
326/24|ECLI:EU:C:2025:522|Judgment of 3 July 2025, Grodno Azot and Khimvolokno Plant / Council (C-326/24 P, Publié au Recueil numérique)
327/24||Pending Case, Lolach (C-327/24)
328/24||Pending Case, Mincu Pătrașcu Brâncuși / Parquet européen (C-328/24 P)
329/24|ECLI:EU:C:2025:228|Removed from the register on 20 March 2025, Commission / Bulgaria (C-329/24)
330/24|ECLI:EU:C:2025:296|Judgment of 30 April 2025, Celní jednatelství Zelinka (C-330/24, Publié au Recueil numérique)
331/24|ECLI:EU:C:2025:557|Judgment of 10 July 2025, Commission / Spain (Plans de gestion de district hydrographique and des risques d’inondation des îles Canaries) (C-331/24)
332/24|ECLI:EU:C:2024:566|Order of 27 June 2024, ID Parti / Autorité (C-332/24 P(R))
333/24|ECLI:EU:C:2024:628|Order of 19 July 2024, Sumol + Compal Marcas / EUIPO (C-333/24 P)
334/24|ECLI:EU:C:2024:711|Order of 3 September 2024, DEC Technologies / EUIPO (C-334/24 P)
335/24|ECLI:EU:C:2024:870|Order of 2 October 2024, Lidl Stiftung / EUIPO (C-335/24 P)
336/24|ECLI:EU:C:2024:982|Order of 22 November 2024, SINHRON INVEST (C-336/24)
337/24||Pending Case, Denmark / Commission (Détroit de Fehmarn) (C-337/24 P)
338/24||Pending Case, Sanofi Pasteur (C-338/24)
339/24|ECLI:EU:C:2024:777|Order of 18 September 2024, Puma / EUIPO (C-339/24 P)
340/24||Pending Case, Artollisi (C-340/24)
341/24|ECLI:EU:C:2025:693|Judgment of 11 September 2025, Duca di Salaparuta (C-341/24, Publié au Recueil numérique)
342/24||Pending Case, Scandlines Deutschland / Commission (C-342/24 P)
343/24||Pending Case, Scandlines Danmark / Commission (C-343/24 P)
344/24|ECLI:EU:C:2024:949|Order of 11 November 2024, Papasotiriou / Council and Commission (C-344/24 P)
345/24||Pending Case, AGCOM (C-345/24)
346/24|ECLI:EU:C:2024:1067|Removed from the register on 18 December 2024, Commission / Ireland (C-346/24)
347/24||Removed from the register on 27 August 2024, Team Service (C-347/24)
348/24||Pending Case, Compañía de Distribución Integral Logista (C-348/24)
349/24|ECLI:EU:C:2025:397|Judgment of 5 June 2025, Nuratau (C-349/24, Publié au Recueil numérique)
350/24||Pending Case, Crédit agricole Corporate & Investment Bank (C-350/24)
351/24|ECLI:EU:C:2025:215|Judgment of 27 March 2025, C/C (Preuve de l’origine d’une marchandise) (C-351/24, Publié au Recueil numérique)
352/24||Pending Case, PU / Parquet européen (C-352/24 P)
353/24||Pending Case, EUROPARK LATVIA and SKIDATA (C-353/24)
354/24||Pending Case, Elisa Eesti (C-354/24)
355/24|ECLI:EU:C:2024:784|Order of 24 September 2024, Puma / EUIPO (C-355/24 P)
356/24||Pending Case, Kärntner Landesregierung (Promotion d’un fonctionnaire) (C-356/24)
357/24||Pending Case, Freistaat Bayern (C-357/24)
358/24||Pending Case, Varo Energy Belgium and others (C-358/24)
359/24|ECLI:EU:C:2025:403|Judgment of 5 June 2025, Commission / Greece (Actualisation des plans de gestion de district hydrographique and des risques d’inondation) (C-359/24)
360/24|ECLI:EU:C:2024:633|Order of 16 July 2024, Yeguada de Milagro / Tribunal Constitucional (C-360/24 P)
361/24|ECLI:EU:C:2024:998|Removed from the register on 18 November 2024, Grecniaka (C-361/24)
362/24|ECLI:EU:C:2024:816|Order of 2 October 2024, MHCS / EUIPO and Lidl Stiftung (C-362/24 P)
363/24||Pending Case, Finansinspektionen (C-363/24)
364/24||Pending Case, Fidenato (C-364/24 and C-393/24)
365/24|ECLI:EU:C:2025:558|Judgment of 10 July 2025, Purefun Group (C-365/24, Publié au Recueil numérique)
366/24||Pending Case, Amazon EU (Tarifs minimaux de livraison de livres) (C-366/24)
367/24|ECLI:EU:C:2025:561|Judgment of 10 July 2025, Telekom România Mobile Communications (C-367/24, Publié au Recueil numérique)
368/24|ECLI:EU:C:2025:770|Judgment of 9 October 2025, Commission / Greece (Exécution de l’arrêt sur la décharge de Zakynthos) (C-368/24)
369/24|ECLI:EU:C:2025:743|Judgment of 2 October 2025, MET Magyarország and Global NRG ROM (C-369/24, Publié au Recueil numérique)
370/24|ECLI:EU:C:2025:300|Judgment of 30 April 2025, Nastolo (C-370/24, Publié au Recueil numérique)
371/24||Pending Case, Comdribus (C-371/24)
372/24||Pending Case, Ministarstvo pravosuđa (Rémunération des juges de première instance croates) (C-372/24)
373/24||Pending Case, Ramavić (C-373/24)
374/24|ECLI:EU:C:2025:282|Order of 24 April 2025, UNMLibres - II (C-374/24)
375/24|ECLI:EU:C:2025:624|Judgment of 1 August 2025, Keesing Deutschland (C-375/24, Publié au Recueil numérique)
376/24||Pending Case, FSMA (C-376/24)
377/24||Pending Case, Spain / Parliament (C-377/24)
378/24||Pending Case, Spain / Parliament (C-378/24)
379/24||Pending Case, Agrupació de Neteja Sanitaria (C-379/24)
380/24||Pending Case, Educat Serveis Auxiliars (C-379/24)
381/24||Pending Case, Italy / Parliament (C-381/24)
382/24||Pending Case, Italy / Parliament (C-382/24)
383/24|ECLI:EU:C:2025:318|Removed from the register on 14 April 2025, Orelčar (C-383/24)
384/24|ECLI:EU:C:2025:696|Judgment of 11 September 2025, Russisch-Kirgizisch Ontwikkelingsfonds (C-384/24, Publié au Recueil numérique)
385/24||Pending Case, Commission / EO (C-385/24 P)
386/24||Pending Case, Centro Petroli Roma - II (C-386/24)
387/24|ECLI:EU:C:2024:868|Judgment of 4 October 2024, Bouskoura (C-387/24 PPU, Publié au Recueil numérique)
388/24|ECLI:EU:C:2025:788|Removed from the register on 30 September 2025, Oguta (C-388/24 and C-389/24)
389/24||Daloa (C-389/24) , see Case  C-388/24
390/24|ECLI:EU:C:2024:1009|Removed from the register on 14 November 2024, Commission / Belgium (C-390/24)
391/24|ECLI:EU:C:2025:748|Judgment of 2 October 2025, Nolgers (C-391/24, Publié au Recueil numérique)
392/24||Pending Case, PPC Renewables Romania (C-392/24)
393/24||Fidenato (C-393/24) , see Case  C-364/24
394/24||Pending Case, Commission / Italy (C-394/24)
395/24|ECLI:EU:C:2024:667|Removed from the register on 12 July 2024, Condor Flugdienst (C-395/24)
396/24|ECLI:EU:C:2025:460|Judgment of 19 June 2025, Lubreczlik (C-396/24, Publié au Recueil numérique)
397/24|ECLI:EU:C:2024:634|Order of 26 July 2024, AQ / ECHA (C-397/24 P(R))
398/24||Pending Case, Pome (C-398/24)
399/24|ECLI:EU:C:2025:791|Judgment of 16 October 2025, AirHelp Germany (Avion frappé par la foudre) (C-399/24)
400/24||Order of 4 December 2024, AL / Council (C-400/24 AJ)
401/24||Pending Case, Stockholms Hamn (C-401/24)
402/24||Pending Case, Sewel (C-402/24)
403/24||Pending Case, Prvo plinarsko društvo (C-403/24)
404/24|ECLI:EU:C:2025:595|Judgment of 1 August 2025, Dimnev (C-404/24, Publié au Recueil numérique)
405/24|ECLI:EU:C:2025:335|Judgment of 8 May 2025, L (Petits envois non commerciaux) (C-405/24, Publié au Recueil numérique)
406/24|ECLI:EU:C:2025:707|Order of 11 September 2025, VertretungsNetz (C-406/24, Publiée au Recueil numérique)
407/24|ECLI:EU:C:2024:1064|Removed from the register on 20 December 2024, VTL Vámügynökség (C-407/24)
408/24||Pending Case, Austrian Airlines (C-408/24)
409/24||Pending Case, J-GmbH (Application sélective du taux réduit de TVA) (C-409/24 to C-411/24)
410/24||Pending Case, Blapp (Application sélective du taux réduit de TVA) (C-409/24)
411/24||Pending Case, D GmbH (Application sélective du taux réduit de TVA) (C-409/24)
412/24||Pending Case, Fauré Le Page (C-412/24)
413/24||Pending Case, Vlaams Gewest (C-413/24)
414/24||Pending Case, Datenschutzbehörde (Articulation des recours) (C-414/24)
415/24||Order of 4 December 2024, AL / Commission (C-415/24 AJ)
416/24|ECLI:EU:C:2025:765|Judgment of 9 October 2025, On Air Media Professionals (C-416/24 and C-417/24, Publié au Recueil numérique)
417/24|ECLI:EU:C:2025:765|Different Media (C-417/24), see Case
418/24||Pending Case, Obadal (C-418/24)
419/24|ECLI:EU:C:2025:464|Judgment of 19 June 2025, Hôtel Plaza (C-419/24, Publié au Recueil numérique)
420/24||Pending Case, Sindicatul Drumarilor "Elie Radu" (C-420/24)
421/24||Pending Case, AGCOM (Jeux d’argent en ligne) (C-421/24)
422/24||Pending Case, Storstockholms Lokaltrafik (C-422/24)
423/24|ECLI:EU:C:2024:668|Pending Case, Santander Consumer Finance (C-423/24)
424/24||Pending Case, FIGC and CONI (C-424/24)
425/24||FIGC and CONI (C-425/24) , see Case  C-424/24
426/24|ECLI:EU:C:2025:619|Judgment of 1 August 2025, Romagnoli Fratelli / OCVV (C-426/24 P)
427/24||Pending Case, Diagramm Halbach (C-427/24)
428/24||Pending Case, FZ AR (Gel des biens affectés au trust) (C-428/24 and C-476/24)
429/24|ECLI:EU:C:2025:301|Judgment of 30 April 2025, St. Kliment Ohridski Primary Private School (C-429/24, Publié au Recueil numérique)
430/24|ECLI:EU:C:2025:25|Removed from the register on 7 January 2025, Badzhanova (C-430/24)
431/24||Pending Case, Multan (C-431/24)
432/24|ECLI:EU:C:2024:675|Removed from the register on 5 August 2024, easyJet Europe and others (C-432/24)
433/24|ECLI:EU:C:2025:600|Judgment of 1 August 2025, Galerie Karsten Greve (C-433/24, Publié au Recueil numérique)
434/24||Pending Case, APIA (C-434/24)
435/24||Pending Case, EUIPO / IB (C-435/24 P)
436/24||Pending Case, Lyko Operations (C-436/24)
437/24||Pending Case, Cirsa Italia (C-437/24)
438/24||Pending Case, Erakond Eestimaa Rohelised (C-438/24)
439/24|ECLI:EU:C:2024:948|Order of 8 November 2024, VDS Czmyr Kowalik / EUIPO (C-439/24 P)
440/24||Pending Case, Latvia / Aven (C-440/24 P)
441/24||Pending Case, Latvia / Fridman (C-441/24 P)
442/24||Lescolanno (C-442/24) , see Case  C-340/24
443/24|ECLI:EU:C:2025:253|Order of 24 March 2025, Cajasur Banco (C-443/24)
444/24|ECLI:EU:C:2024:873|Order of 4 October 2024, Converso / Verla-Pharm Arzneimittel and EUIPO (C-444/24 P)
445/24||Pending Case, (W)onderweg (C-445/24)
446/24||Pending Case, Freie Hansestadt Bremen (C-446/24)
447/24||Pending Case, Höldermann (C-447/24)
448/24||Pending Case, British American Tobacco Belgium and Nicoventures Holdings (C-448/24)
449/24||DSE International (C-449/24) , see Case  C-448/24
450/24|ECLI:EU:C:2025:75|Order of 10 February 2025, Cudu (C-450/24)
451/24|ECLI:EU:C:2025:663|Judgment of 4 September 2025, Kwizda Pharma II (C-451/24, Publié au Recueil numérique)
452/24|ECLI:EU:C:2025:618|Judgment of 1 August 2025, Lunapark Scandinavia (C-452/24, Publié au Recueil numérique)
453/24||Pending Case, Hadenov (C-453/24)
454/24||Pending Case, CRU / Dexia (C-454/24 P)
455/24||Pending Case, UC / Council (C-455/24 P)
456/24||Pending Case, Halozyme (C-456/24)
457/24||Pending Case, Romania / Commission (Dépenses financées par le FEAGA and le Feader) (C-457/24 P)
458/24||Pending Case, Daraa (C-458/24)
459/24||Pending Case, Svenska Bankföreningen / Commission (C-459/24 P)
460/24|ECLI:EU:C:2025:346|Order of 5 May 2025, Schoger (C-460/24)
461/24|ECLI:EU:C:2025:620|Judgment of 1 August 2025, Asociación Petón do Lobo (C-461/24, Publié au Recueil numérique)
462/24||Pending Case, Braila Winds (C-462/24)
463/24|ECLI:EU:C:2025:167|Removed from the register on 11 February 2025, Commission / Italy (C-463/24)
464/24|ECLI:EU:C:2025:498|Order of 4 June 2025, Balneari Rimini (C-464/24)
465/24||Pending Case, SBK Art (C-465/24)
466/24||Pending Case, Venshova (C-466/24)
467/24||Pending Case, 2Valorise Ham and others (C-467/24)
468/24||Pending Case, Netz Niederösterreich (Protection des données and compteurs intelligents) (C-468/24)
469/24||Pending Case, Tuleka (C-469/24)
470/24|ECLI:EU:C:2024:674|Order of 16 August 2024, Vivendi / Commission (C-470/24 P(R))
471/24||Pending Case, PKO BP (Indice de référence d’importance critique) (C-471/24)
472/24||Pending Case, Žaidimų valiuta (C-472/24)
473/24||Pending Case, Speyer & Grund (C-473/24)
474/24||Pending Case, NADA Austria and others (C-474/24)
475/24||Pending Case, Fashion TV RO and Maestro (C-475/24)
476/24||SX (Gel des biens affectés au trust) (C-476/24) , see Case  C-428/24
477/24||Pending Case, Deldwyn (C-477/24)
478/24||Pending Case, Italy / Parliament (C-478/24)
479/24||Pending Case, Spain / Parliament (C-479/24)
480/24||Pending Case, Čiekuri-Shishki (C-480/24)
481/24||Pending Case, E. (Compensation de créances) (C-481/24)
482/24||Pending Case, Global 8 Airlines / Commission (C-482/24 P)
483/24||Pending Case, ALDI (Traces de nuisibles) (C-483/24)
484/24||Pending Case, NTH Haustechnik (C-484/24)
485/24||Pending Case, Locatrans (C-485/24)
486/24||Pending Case, Hungary / Parliament and Council (C-486/24)
487/24|ECLI:EU:C:2025:357|Judgment of 15 May 2025, Kiene and others / Parliament and Council (C-487/24 P)
488/24||Pending Case, Kigas (C-488/24)
489/24||Pending Case, Safita (C-489/24)
490/24||Pending Case, Stichting Koskea (C-490/24)
491/24||Pending Case, AGCM (C-491/24)
492/24||Order of 28 January 2025, PV / Commission (C-492/24 AJ)
493/24||Order of 28 January 2025, PV / Commission (C-493/24 AJ)
494/24||Pending Case, Anbouba / Council (C-494/24 P)
495/24|ECLI:EU:C:2025:641|Removed from the register on 28 July 2025, Prisum Healthcare (C-495/24)
496/24||Pending Case, Stichting de Thuiskopie (C-496/24)
497/24||Pending Case, Regione Marche (Taux d’aide maximal) (C-497/24)
498/24||Pending Case, Çolakoğlu Metalurji and Çolakoğlu Dış Ticaret / Commission (C-498/24 P)
499/24||Pending Case, Ereğli Demir ve Çelik Fabrikaları and others / Commission (C-499/24 P)
500/24||Pending Case, Grupo Massimo Dutti (C-500/24)
501/24|ECLI:EU:C:2025:348|Order of 2 May 2025, Klinka-Geo Trans (C-501/24)
502/24|ECLI:EU:C:2024:876|Order of 4 October 2024, Puma / EUIPO (C-502/24 P)
503/24|ECLI:EU:C:2024:871|Order of 4 October 2024, Puma / EUIPO (C-503/24 P)
504/24|ECLI:EU:C:2024:779|Order of 20 September 2024, Anacco (C-504/24 PPU, Publié au Recueil numérique)
505/24||Pending Case, Condor Flugdienst / Ryanair (C-505/24 P)
506/24||Pending Case, Burkhanovna Ismailova / Council (C-506/24 P)
507/24||Pending Case, YS / Council and Commission (C-507/24 P)
508/24|ECLI:EU:C:2025:575|Removed from the register on 2 July 2025, Commission / Malta (C-508/24)
509/24||Pending Case, Investcapital (C-509/24)
510/24|ECLI:EU:C:2025:795|Judgment of 16 October 2025, Profil-Copy 2002 (C-510/24)
511/24|ECLI:EU:C:2024:719|Order of 6 September 2024, Aylo Freesites / Commission (C-511/24 P(R))
512/24|ECLI:EU:C:2025:626|Judgment of 1 August 2025, BÁV (C-512/24, Publié au Recueil numérique)
513/24||Pending Case, Oblastní nemocnice Kolín (C-513/24)
514/24||Pending Case, Magyar Telekom (C-514/24)
515/24||Pending Case, Randstad España (C-515/24)
516/24||Pending Case, Winderwill (C-516/24)
517/24||Pending Case, Broski (C-517/24)
518/24||Pending Case, Commission / Greece (Restrictions relatives aux professions réglementées) (C-518/24)
519/24||Pending Case, Nitrogénművek (C-519/24)
520/24|ECLI:EU:C:2024:1010|Order of 19 November 2024, Jaw de Croon / OCVV (C-520/24 P)
521/24||Pending Case, Aptiv Services Hungary (C-521/24)
522/24||Pending Case, Ministero della difesa (Obligation vaccinale des militaires) (C-522/24)
523/24||Pending Case, Sociedad Civil Catalana (C-523/24)
524/24||Pending Case, Italy / Austria (C-524/24)
525/24||Pending Case, Santander Renta Variable España Pensiones, Fondo de Pensiones (C-525/24)
526/24||Pending Case, Brillen Rottler (C-526/24)
527/24||Pending Case, Harry and Associés (C-527/24)
528/24||Pending Case, Boothnesse (C-528/24)
529/24||Pending Case, Council / Hypo Vorarlberg Bank (C-529/24 P)
530/24||Pending Case, Tipico (C-530/24)
531/24||Pending Case, An Taisce (C-531/24)
532/24|ECLI:EU:C:2024:755|Removed from the register on 26 August 2024, Flightright (C-532/24)
533/24||Pending Case, Vermilion Energy Ireland and others (C-533/24)
534/24|ECLI:EU:C:2024:1066|Order of 12 December 2024, Your personal driver (C-534/24)
535/24|ECLI:EU:C:2025:744|Judgment of 2 October 2025, Svilosa (C-535/24, Publié au Recueil numérique)
536/24||Pending Case, CRU / Hypo Vorarlberg Bank (C-536/24 P)
537/24||Pending Case, CRU / Volkskreditbank (C-537/24 P)
538/24|ECLI:EU:C:2024:969|Order of 19 November 2024, Penguin Random House / EUIPO (C-538/24 P)
539/24||Pending Case, Mikroregion Porta Bohemica (C-539/24)
540/24|ECLI:EU:C:2025:766|Judgment of 9 October 2025, Cabris lnvestments (C-540/24, Publié au Recueil numérique)
541/24|ECLI:EU:C:2025:399|Judgment of 5 June 2025, Naltov (C-541/24)
542/24|ECLI:EU:C:2025:738|Order of 30 September 2025, Maski (C-542/24)
543/24|ECLI:EU:C:2025:404|Judgment of 5 June 2025, Commission / Belgium (Retard de paiement dans les transactions commerciales) (C-543/24)
544/24||Pending Case, Nekilnojamojo turto valdymas (C-544/24)
545/24||Pending Case, Utiledulci (C-545/24)
546/24||Pending Case, Killybegs Fishing Enterprises and others (C-546/24)
547/24|ECLI:EU:C:2024:759|Removed from the register on 4 September 2024, KLM Royal Dutch Airlines (C-547/24)
548/24||Pending Case, Crédit agricole and others / ECB (C-548/24 P)
549/24|ECLI:EU:C:2025:754|Order of 6 October 2025, Direktor na Natsionalno tol upravlenie (C-549/24)
550/24||Pending Case, Société générale / ECB (C-550/24 P)
551/24|ECLI:EU:C:2025:771|Judgment of 9 October 2025, Deutsche Lufthansa (Cession d’une créance découlant d’un contrat de transport) (C-551/24, Publié au Recueil numérique)
552/24||Pending Case, Confédération nationale du Crédit mutuel and others / ECB (C-552/24 P)
553/24||Pending Case, Common Assembly nationale / Parliament and Council (C-553/24)
